5.404620885848999023e+00,1.014947891235351562e-03
6.247859954833984375e+00,1.081943511962890625e-03
5.121090888977050781e+00,1.033067703247070312e-03
7.202623128890991211e+00,1.092195510864257812e-03
1.010347700119018555e+01,1.101970672607421875e-03
9.275963783264160156e+00,1.112937927246093750e-03
1.009674692153930664e+01,1.102209091186523438e-03
9.273466110229492188e+00,1.084089279174804688e-03
6.692460060119628906e+00,1.055955886840820312e-03
6.483433008193969727e+00,1.106023788452148438e-03
6.781863927841186523e+00,1.026868820190429688e-03
7.259004831314086914e+00,1.080989837646484375e-03
9.286900997161865234e+00,1.096963882446289062e-03
1.008917999267578125e+01,1.121997833251953125e-03
9.790769100189208984e+00,1.100063323974609375e-03
9.133017778396606445e+00,1.085042953491210938e-03
9.614382028579711914e+00,1.051187515258789062e-03
9.900661945343017578e+00,1.070976257324218750e-03
9.713725090026855469e+00,1.103162765502929688e-03
1.043302321434020996e+01,1.180887222290039062e-03
1.184316706657409668e+01,1.007080078125000000e-03
1.307200503349304199e+01,1.106977462768554688e-03
1.298220491409301758e+01,1.178026199340820312e-03
1.295205211639404297e+01,1.104116439819335938e-03
1.013836789131164551e+01,1.088142395019531250e-03
1.024321603775024414e+01,1.083850860595703125e-03
1.018945288658142090e+01,1.108884811401367188e-03
1.096762895584106445e+01,1.045942306518554688e-03
1.294192910194396973e+01,1.082897186279296875e-03
1.286470293998718262e+01,1.120805740356445312e-03
1.271791005134582520e+01,1.101970672607421875e-03
1.309540891647338867e+01,1.055002212524414062e-03
5.648902893066406250e+00,1.092195510864257812e-03
2.694504976272583008e+00,3.659725189208984375e-04
6.778056144714355469e+00,1.102924346923828125e-03
1.088735198974609375e+01,1.113891601562500000e-03
9.010550975799560547e+00,1.065015792846679688e-03
1.123137211799621582e+01,1.126050949096679688e-03
7.774415016174316406e+00,1.075983047485351562e-03
4.789896965026855469e+00,9.598731994628906250e-04
6.120445013046264648e+00,1.098871231079101562e-03
5.177851915359497070e+00,9.970664978027343750e-04
5.885675907135009766e+00,1.099109649658203125e-03
8.548821926116943359e+00,1.119852066040039062e-03
8.995135068893432617e+00,1.101016998291015625e-03
9.909406900405883789e+00,1.105070114135742188e-03
8.685055017471313477e+00,1.074075698852539062e-03
2.513612985610961914e+00,3.650188446044921875e-04
9.438764095306396484e+00,1.058101654052734375e-03
2.882637023925781250e+00,3.671646118164062500e-04
9.809614896774291992e+00,1.062870025634765625e-03
1.253140807151794434e+01,1.105070114135742188e-03
1.194929599761962891e+01,1.060962677001953125e-03
1.258744907379150391e+01,1.074075698852539062e-03
1.215590906143188477e+01,1.070022583007812500e-03
9.667366027832031250e+00,1.072883605957031250e-03
9.798753023147583008e+00,1.067876815795898438e-03
9.559115886688232422e+00,1.070022583007812500e-03
9.639608144760131836e+00,1.064062118530273438e-03
1.220912599563598633e+01,1.118898391723632812e-03
1.297055411338806152e+01,1.047849655151367188e-03
1.285437393188476562e+01,1.048088073730468750e-03
1.297962594032287598e+01,1.079082489013671875e-03
